Table S1 Original predicted PPIs ,,,,,,,
interactor A,annotation,interactor B,annotation,taxid,Organism,method,ref
Unigene15442,translation initiation factor eIF-3 subunit 9,Unigene8329,translation initiation factor eIF-5,taxid:559292,Saccharomyces_cerevisiae,"psi-mi:""MI:0004""(affinity chromatography technology)",pubmed:11179233
Unigene15442,translation initiation factor eIF-3 subunit 9,Unigene8329,translation initiation factor eIF-5,taxid:559292,Saccharomyces_cerevisiae,"psi-mi:""MI:0401""(biochemical)",pubmed:11387228
Unigene15442,translation initiation factor eIF-3 subunit 9,Unigene8329,translation initiation factor eIF-5,taxid:559292,Saccharomyces_cerevisiae,"psi-mi:""MI:0004""(affinity chromatography technology)",pubmed:16554755
Unigene15442,translation initiation factor eIF-3 subunit 9,Unigene8329,translation initiation factor eIF-5,taxid:559292,Saccharomyces_cerevisiae,"psi-mi:""MI:0004""(affinity chromatography technology)",pubmed:16429126
Unigene15442,translation initiation factor eIF-3 subunit 9,Unigene8329,translation initiation factor eIF-5,taxid:559292,Saccharomyces_cerevisiae,"psi-mi:""MI:0004""(affinity chromatography technology)",pubmed:17200106
Unigene15442,translation initiation factor eIF-3 subunit 9,Unigene8329,translation initiation factor eIF-5,taxid:559292,Saccharomyces_cerevisiae,"psi-mi:""MI:0004""(affinity chromatography technology)",pubmed:18599441
Unigene15442,translation initiation factor eIF-3 subunit 9,Unigene8329,translation initiation factor eIF-5,taxid:559292,Saccharomyces_cerevisiae,"psi-mi:""MI:0004""(affinity chromatography technology)",pubmed:21280672
Unigene8732,translation initiation factor eIF-4F,Unigene8329,translation initiation factor eIF-5,taxid:559292,Saccharomyces_cerevisiae,"psi-mi:""MI:0096""(pull down)",pubmed:12861028
Unigene8732,translation initiation factor eIF-4F,Unigene8329,translation initiation factor eIF-5,taxid:559292,Saccharomyces_cerevisiae,"psi-mi:""MI:0004""(affinity chromatography technology)",pubmed:22851688
Unigene4174,translation initiation factor IF-2 unclassified subunit,Unigene8329,translation initiation factor eIF-5,taxid:559292,Saccharomyces_cerevisiae,"psi-mi:""MI:0004""(affinity chromatography technology)",pubmed:17200106
Unigene13196,--,Unigene17049,translation initiation factor eIF-5A,taxid:559292,Saccharomyces_cerevisiae,"psi-mi:""MI:0004""(affinity chromatography technology)",pubmed:17974565
Unigene4335,--,Unigene17049,translation initiation factor eIF-5A,taxid:559292,Saccharomyces_cerevisiae,"psi-mi:""MI:0004""(affinity chromatography technology)",pubmed:11805837
Unigene11774,26S proteasome regulatory subunit N1,Unigene17049,translation initiation factor eIF-5A,taxid:559292,Saccharomyces_cerevisiae,"psi-mi:""MI:0004""(affinity chromatography technology)",pubmed:18757749
Unigene16115,26S proteasome regulatory subunit N11,Unigene17049,translation initiation factor eIF-5A,taxid:559292,Saccharomyces_cerevisiae,"psi-mi:""MI:0004""(affinity chromatography technology)",pubmed:18757749
Unigene16115,26S proteasome regulatory subunit N11,Unigene17049,translation initiation factor eIF-5A,taxid:559292,Saccharomyces_cerevisiae,"psi-mi:""MI:0004""(affinity chromatography technology)",pubmed:20170199
Unigene5018,26S proteasome regulatory subunit N8,Unigene17049,translation initiation factor eIF-5A,taxid:559292,Saccharomyces_cerevisiae,"psi-mi:""MI:0004""(affinity chromatography technology)",pubmed:16554755
Unigene4533,26S proteasome regulatory subunit T3,Unigene17049,translation initiation factor eIF-5A,taxid:559292,Saccharomyces_cerevisiae,"psi-mi:""MI:0004""(affinity chromatography technology)",pubmed:11805837
Unigene11569,26S proteasome regulatory subunit T5,Unigene17049,translation initiation factor eIF-5A,taxid:559292,Saccharomyces_cerevisiae,"psi-mi:""MI:0004""(affinity chromatography technology)",pubmed:18757749
Unigene574,arginase [EC:3.5.3.1],Unigene17049,translation initiation factor eIF-5A,taxid:559292,Saccharomyces_cerevisiae,"psi-mi:""MI:0004""(affinity chromatography technology)",pubmed:11805837
Unigene13321,calmodulin,Unigene17049,translation initiation factor eIF-5A,taxid:559292,Saccharomyces_cerevisiae,"psi-mi:""MI:0004""(affinity chromatography technology)",pubmed:11805837
Unigene9249,elongation factor EF-G [EC:3.6.5.3],Unigene17049,translation initiation factor eIF-5A,taxid:559292,Saccharomyces_cerevisiae,"psi-mi:""MI:0004""(affinity chromatography technology)",pubmed:16554755
Unigene8114,glycerol-3-phosphate dehydrogenase (NAD(P)+) [EC:1.1.1.94],Unigene17049,translation initiation factor eIF-5A,taxid:559292,Saccharomyces_cerevisiae,"psi-mi:""MI:0004""(affinity chromatography technology)",pubmed:16554755
Unigene2017,large subunit ribosomal protein L40e,Unigene17049,translation initiation factor eIF-5A,taxid:559292,Saccharomyces_cerevisiae,"psi-mi:""MI:0004""(affinity chromatography technology)",pubmed:16554755
Unigene9282,large subunit ribosomal protein LP0,Unigene17049,translation initiation factor eIF-5A,taxid:559292,Saccharomyces_cerevisiae,"psi-mi:""MI:0004""(affinity chromatography technology)",pubmed:11805837
Unigene16825,Ras-related protein Rab-1A,Unigene17049,translation initiation factor eIF-5A,taxid:559292,Saccharomyces_cerevisiae,"psi-mi:""MI:0254""(genetic interference)",pubmed:18568365
Unigene17242,small ubiquitin-related modifier,Unigene17049,translation initiation factor eIF-5A,taxid:559292,Saccharomyces_cerevisiae,"psi-mi:""MI:0004""(affinity chromatography technology)",pubmed:15326169
Unigene9025,translation initiation factor eIF-2 beta subunit,Unigene17049,translation initiation factor eIF-5A,taxid:559292,Saccharomyces_cerevisiae,"psi-mi:""MI:0004""(affinity chromatography technology)",pubmed:17974565
Unigene1007,translation initiation factor eIF-3 subunit 10,Unigene17049,translation initiation factor eIF-5A,taxid:559292,Saccharomyces_cerevisiae,"psi-mi:""MI:0004""(affinity chromatography technology)",pubmed:20584985
Unigene1007,translation initiation factor eIF-3 subunit 10,Unigene17049,translation initiation factor eIF-5A,taxid:559292,Saccharomyces_cerevisiae,"psi-mi:""MI:0401""(biochemical)",pubmed:22123745
Unigene16326,translation initiation factor eIF-3 subunit 4,Unigene17049,translation initiation factor eIF-5A,taxid:559292,Saccharomyces_cerevisiae,"psi-mi:""MI:0004""(affinity chromatography technology)",pubmed:20679478
Unigene15442,translation initiation factor eIF-3 subunit 9,Unigene17049,translation initiation factor eIF-5A,taxid:559292,Saccharomyces_cerevisiae,"psi-mi:""MI:0004""(affinity chromatography technology)",pubmed:20060839
Unigene17049,translation initiation factor eIF-5A,Unigene17049,translation initiation factor eIF-5A,taxid:559292,Saccharomyces_cerevisiae,"psi-mi:""MI:0096""(pull down)",pubmed:19120453
Unigene17049,translation initiation factor eIF-5A,Unigene17049,translation initiation factor eIF-5A,taxid:559292,Saccharomyces_cerevisiae,"psi-mi:""MI:0401""(biochemical)",pubmed:22945904
Unigene17049,translation initiation factor eIF-5A,Unigene17049,translation initiation factor eIF-5A,taxid:559292,Saccharomyces_cerevisiae,"psi-mi:""MI:0004""(affinity chromatography technology)",pubmed:22945904
Unigene12491,vacuolar protein-sorting-associated protein 4,Unigene17049,translation initiation factor eIF-5A,taxid:559292,Saccharomyces_cerevisiae,"psi-mi:""MI:0004""(affinity chromatography technology)",pubmed:16554755
Unigene11256,--,Unigene5327,translation initiation factor eIF-6,taxid:559292,Saccharomyces_cerevisiae,"psi-mi:""MI:0004""(affinity chromatography technology)",pubmed:11779510
Unigene11256,--,Unigene5327,translation initiation factor eIF-6,taxid:559292,Saccharomyces_cerevisiae,"psi-mi:""MI:0004""(affinity chromatography technology)",pubmed:16429126
Unigene11256,--,Unigene5327,translation initiation factor eIF-6,taxid:559292,Saccharomyces_cerevisiae,"psi-mi:""MI:0004""(affinity chromatography technology)",pubmed:17200106
Unigene16789,--,Unigene5327,translation initiation factor eIF-6,taxid:559292,Saccharomyces_cerevisiae,"psi-mi:""MI:0004""(affinity chromatography technology)",pubmed:21558325
Unigene238,--,Unigene5327,translation initiation factor eIF-6,taxid:559292,Saccharomyces_cerevisiae,"psi-mi:""MI:0090""(protein complementation assay)",pubmed:18467557
Unigene238,--,Unigene5327,translation initiation factor eIF-6,taxid:559292,Saccharomyces_cerevisiae,"psi-mi:""MI:0004""(affinity chromatography technology)",pubmed:19737519
Unigene4243,--,Unigene5327,translation initiation factor eIF-6,taxid:559292,Saccharomyces_cerevisiae,"psi-mi:""MI:0004""(affinity chromatography technology)",pubmed:17646390
Unigene4243,--,Unigene5327,translation initiation factor eIF-6,taxid:559292,Saccharomyces_cerevisiae,"psi-mi:""MI:0004""(affinity chromatography technology)",pubmed:19433447
Unigene4335,--,Unigene5327,translation initiation factor eIF-6,taxid:559292,Saccharomyces_cerevisiae,"psi-mi:""MI:0415""(enzymatic study)",pubmed:18256024
Unigene4894,--,Unigene5327,translation initiation factor eIF-6,taxid:559292,Saccharomyces_cerevisiae,"psi-mi:""MI:0004""(affinity chromatography technology)",pubmed:12808088
Unigene4894,--,Unigene5327,translation initiation factor eIF-6,taxid:559292,Saccharomyces_cerevisiae,"psi-mi:""MI:0004""(affinity chromatography technology)",pubmed:17200106
Unigene5904,--,Unigene5327,translation initiation factor eIF-6,taxid:559292,Saccharomyces_cerevisiae,"psi-mi:""MI:0004""(affinity chromatography technology)",pubmed:17200106
Unigene8197,--,Unigene5327,translation initiation factor eIF-6,taxid:559292,Saccharomyces_cerevisiae,"psi-mi:""MI:0004""(affinity chromatography technology)",pubmed:11805826
Unigene8197,--,Unigene5327,translation initiation factor eIF-6,taxid:559292,Saccharomyces_cerevisiae,"psi-mi:""MI:0004""(affinity chromatography technology)",pubmed:16429126
Unigene8197,--,Unigene5327,translation initiation factor eIF-6,taxid:559292,Saccharomyces_cerevisiae,"psi-mi:""MI:0004""(affinity chromatography technology)",pubmed:17200106
Unigene8197,--,Unigene5327,translation initiation factor eIF-6,taxid:559292,Saccharomyces_cerevisiae,"psi-mi:""MI:0004""(affinity chromatography technology)",pubmed:22319211
Unigene12460,60S ribosome subunit biogenesis protein NIP7,Unigene5327,translation initiation factor eIF-6,taxid:559292,Saccharomyces_cerevisiae,"psi-mi:""MI:0004""(affinity chromatography technology)",pubmed:17200106
Unigene12027,"ATP-binding cassette, sub-family F, member 2",Unigene5327,translation initiation factor eIF-6,taxid:559292,Saccharomyces_cerevisiae,"psi-mi:""MI:0004""(affinity chromatography technology)",pubmed:16260602
Unigene15724,H/ACA ribonucleoprotein complex subunit 4 [EC:5.4.99.-],Unigene5327,translation initiation factor eIF-6,taxid:559292,Saccharomyces_cerevisiae,"psi-mi:""MI:0004""(affinity chromatography technology)",pubmed:21558325
Unigene4401,histone H3,Unigene5327,translation initiation factor eIF-6,taxid:559292,Saccharomyces_cerevisiae,"psi-mi:""MI:0004""(affinity chromatography technology)",pubmed:22199229
Unigene2065,large subunit ribosomal protein L10e,Unigene5327,translation initiation factor eIF-6,taxid:559292,Saccharomyces_cerevisiae,"psi-mi:""MI:0254""(genetic interference)",pubmed:22689654
Unigene9545,large subunit ribosomal protein L23Ae,Unigene5327,translation initiation factor eIF-6,taxid:559292,Saccharomyces_cerevisiae,"psi-mi:""MI:0004""(affinity chromatography technology)",pubmed:17200106
Unigene2074,large subunit ribosomal protein L30e,Unigene5327,translation initiation factor eIF-6,taxid:559292,Saccharomyces_cerevisiae,"psi-mi:""MI:0004""(affinity chromatography technology)",pubmed:17200106
Unigene8952,large subunit ribosomal protein L3e,Unigene5327,translation initiation factor eIF-6,taxid:559292,Saccharomyces_cerevisiae,"psi-mi:""MI:0004""(affinity chromatography technology)",pubmed:17200106
Unigene5268,large subunit ribosomal protein L5e,Unigene5327,translation initiation factor eIF-6,taxid:559292,Saccharomyces_cerevisiae,"psi-mi:""MI:0004""(affinity chromatography technology)",pubmed:11805837
Unigene5268,large subunit ribosomal protein L5e,Unigene5327,translation initiation factor eIF-6,taxid:559292,Saccharomyces_cerevisiae,"psi-mi:""MI:0004""(affinity chromatography technology)",pubmed:17200106
Unigene13439,large subunit ribosomal protein L7Ae,Unigene5327,translation initiation factor eIF-6,taxid:559292,Saccharomyces_cerevisiae,"psi-mi:""MI:0004""(affinity chromatography technology)",pubmed:17200106
Unigene8971,large subunit ribosomal protein L8e,Unigene5327,translation initiation factor eIF-6,taxid:559292,Saccharomyces_cerevisiae,"psi-mi:""MI:0004""(affinity chromatography technology)",pubmed:17200106
Unigene16980,large subunit ribosomal protein L9e,Unigene5327,translation initiation factor eIF-6,taxid:559292,Saccharomyces_cerevisiae,"psi-mi:""MI:0004""(affinity chromatography technology)",pubmed:17200106
Unigene9282,large subunit ribosomal protein LP0,Unigene5327,translation initiation factor eIF-6,taxid:559292,Saccharomyces_cerevisiae,"psi-mi:""MI:0004""(affinity chromatography technology)",pubmed:11805837
Unigene299,nonsense-mediated mRNA decay protein 3,Unigene5327,translation initiation factor eIF-6,taxid:559292,Saccharomyces_cerevisiae,"psi-mi:""MI:0090""(protein complementation assay)",pubmed:18467557
Unigene299,nonsense-mediated mRNA decay protein 3,Unigene5327,translation initiation factor eIF-6,taxid:559292,Saccharomyces_cerevisiae,"psi-mi:""MI:0090""(protein complementation assay)",pubmed:22615397
Unigene3106,"protein phosphatase 1, catalytic subunit [EC:3.1.3.16]",Unigene5327,translation initiation factor eIF-6,taxid:559292,Saccharomyces_cerevisiae,"psi-mi:""MI:0004""(affinity chromatography technology)",pubmed:20489023
Unigene5188,transcription initiation factor TFIID subunit D4,Unigene5327,translation initiation factor eIF-6,taxid:559292,Saccharomyces_cerevisiae,"psi-mi:""MI:0004""(affinity chromatography technology)",pubmed:17200106
Unigene5327,translation initiation factor eIF-6,Unigene5327,translation initiation factor eIF-6,taxid:559292,Saccharomyces_cerevisiae,"psi-mi:""MI:0004""(affinity chromatography technology)",pubmed:16095611
Unigene4664,aconitate hydratase 1 [EC:4.2.1.3],Unigene7910,translation initiation factor IF-2,taxid:559292,Saccharomyces_cerevisiae,"psi-mi:""MI:0254""(genetic interference)",pubmed:21987634
Unigene5174,"ATP-binding cassette, sub-family E, member 1",Unigene7910,translation initiation factor IF-2,taxid:559292,Saccharomyces_cerevisiae,"psi-mi:""MI:0254""(genetic interference)",pubmed:19061648
Unigene497,cell division protease FtsH [EC:3.4.24.-],Unigene7910,translation initiation factor IF-2,taxid:559292,Saccharomyces_cerevisiae,"psi-mi:""MI:0254""(genetic interference)",pubmed:21987634
Unigene26705,elongation factor EF-Tu [EC:3.6.5.3],Unigene7910,translation initiation factor IF-2,taxid:559292,Saccharomyces_cerevisiae,"psi-mi:""MI:0254""(genetic interference)",pubmed:19061648
Unigene12472,extracellular signal-regulated kinase 1/2 [EC:2.7.11.24],Unigene7910,translation initiation factor IF-2,taxid:559292,Saccharomyces_cerevisiae,"psi-mi:""MI:0415""(enzymatic study)",pubmed:16319894
Unigene2188,methionyl-tRNA synthetase [EC:6.1.1.10],Unigene7910,translation initiation factor IF-2,taxid:559292,Saccharomyces_cerevisiae,"psi-mi:""MI:0254""(genetic interference)",pubmed:19061648
Unigene12662,PAB-dependent poly(A)-specific ribonuclease subunit 3,Unigene7910,translation initiation factor IF-2,taxid:559292,Saccharomyces_cerevisiae,"psi-mi:""MI:0254""(genetic interference)",pubmed:19061648
Unigene8176,peptidylprolyl isomerase [EC:5.2.1.8],Unigene7910,translation initiation factor IF-2,taxid:559292,Saccharomyces_cerevisiae,"psi-mi:""MI:0254""(genetic interference)",pubmed:19061648
Unigene16400,phenylalanyl-tRNA synthetase alpha chain [EC:6.1.1.20],Unigene7910,translation initiation factor IF-2,taxid:559292,Saccharomyces_cerevisiae,"psi-mi:""MI:0254""(genetic interference)",pubmed:19061648
Unigene8807,translation initiation factor eIF-2B alpha subunit,Unigene7910,translation initiation factor IF-2,taxid:559292,Saccharomyces_cerevisiae,"psi-mi:""MI:0254""(genetic interference)",pubmed:19061648
Unigene12784,voltage-dependent anion channel,Unigene7910,translation initiation factor IF-2,taxid:559292,Saccharomyces_cerevisiae,"psi-mi:""MI:0254""(genetic interference)",pubmed:21987634
Unigene16115,26S proteasome regulatory subunit N11,Unigene4174,translation initiation factor IF-2 unclassified subunit,taxid:559292,Saccharomyces_cerevisiae,"psi-mi:""MI:0004""(affinity chromatography technology)",pubmed:18757749
Unigene16115,26S proteasome regulatory subunit N11,Unigene4174,translation initiation factor IF-2 unclassified subunit,taxid:559292,Saccharomyces_cerevisiae,"psi-mi:""MI:0004""(affinity chromatography technology)",pubmed:20170199
